class_pharmaceutical,class_therapeutic,atc,original_name,route,count,is_ab_med,is_sdd,target_atc,target_name,target_group,check,comment,is_antibiotic,is_medication,conversion_rate,concentration,dose_per_unit
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING,per duodenum sonde,25,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING,per jejunum sonde,100,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING,per maag sonde,99,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING,,1245,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),oraal,40,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),PEG,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),per duodenum sonde,52,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),per maag sonde,393,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),transhepatische sonde,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN (INTERMITTEREND),,1562,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU VUMC,PEG,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU VUMC,per duodenum sonde,17,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU VUMC,per maag sonde,123,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU VUMC,,43,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,jejunum katheter,16,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,naaldjejunumfistel,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,PEG,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,PEG / PRG,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,per duodenum sonde,225,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,per jejunum sonde,32,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,per maag sonde,475,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,transhepatische sonde,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN CONTINU/LANGLOPEND,,80,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN INTERMITTEREND VUMC,per maag sonde,126,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING MET TOEVOEGINGEN INTERMITTEREND VUMC,,1210,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (CONTINU),PEG,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (CONTINU),PEG / PRG,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (CONTINU),per jejunum sonde,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (CONTINU),per maag sonde,7,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (INTERMITTEREND),PEG / PRG,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SONDEVOEDING OVERIG (INTERMITTEREND),,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SOTALOL 10 MG/ML SPUITENPOMP,intraveneus,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SOTALOL 10 MG/ML SPUITENPOMP,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SOTALOL 10 MG/ML SPUITENPOMP AMC,intraveneus,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SOTALOL 10 MG/ML SPUITENPOMP AMC,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPONGOSTAN ANAAL 80X 30MM,rectaal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPONGOSTAN ANAAL 80X 30MM,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPONGOSTAN SPECIAAL 70X50X 1MM,intralaesionaal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPONGOSTAN STANDAARD 70X50X 10MM,intralaesionaal,15,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPOORELEMENTEN INFUUS,intraveneus,740,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPOORELEMENTEN INFUUS,,991,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPUIT VOOR VOEDING,oraal,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPUIT VOOR VOEDING,per jejunum sonde,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SPUIT VOOR VOEDING,per maag sonde,54,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STANDAARD VERPAKKING,per duodenum sonde,41,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STANDAARD VERPAKKING,per jejunum sonde,149,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STANDAARD VERPAKKING,per maag sonde,153,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STREPTOKINASE 10.000 IE/ML EN 30.000IE/ML SPUITENPOMP,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STREPTOKINASE 10.000 IE/ML EN 30.000IE/ML SPUITENPOMP,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STREPTOKINASE INFUUS INTRAPLEURAAL,intrapleuraal,8,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STREPTOKINASE INFUUS INTRAPLEURAAL,,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE 56021927PCR3001 PREDNISON TABLET,oraal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE 56021927PCR3001 PREDNISON TABLET,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE GO28667 (MURANO) RASBURICASE VIAL,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE GS-US-540-5773 SEVERE REMDESIVIR INFUUS,intraveneus,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE GS-US-540-5773 SEVERE REMDESIVIR INFUUS,,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE GS-US-540-5773 SEVERE REMDESIVIR INJECTIEPOEDER,intraveneus,34,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 100 CLOFARABINE 1 MG/ML INJVLST,intraveneus,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 100 CLOFARABINE INFUUS >50 MG EN <=70 MG,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 103 AML SELINEXOR / KPT-330 TABLET 20 MG,oraal,13,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 114 POMALIDOMIDE CAPSULE 4 MG,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 129 LENALIDOMIDE CAPSULE 10MG,oraal,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 129 LENALIDOMIDE CAPSULE 25MG,oraal,7,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 132 LENALIDOMIDE CAPSULE 15 MG,oraal,78,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 132 LENALIDOMIDE CAPSULE 15 MG,,13,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 140 IBRUTINIB CAPSULE 140 MG,oraal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 140 IBRUTINIB CAPSULE 140 MG,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 150 AML ENASIDENIB TABLET 100 MG OF PLACEBO,oraal,189,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE HOVON 150 AML ENASIDENIB TABLET 100 MG OF PLACEBO,,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE INVENT COVID IMATINIB OF PLACEBO INFUUS (IN SPUIT),intraveneus,408,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE INVENT COVID IMATINIB OF PLACEBO INFUUS (IN SPUIT),,79,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE KCP-330-008 SELINEXOR TABLET 10MG,oraal,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE KCP-330-008 SELINEXOR TABLET 25MG,oraal,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE KTE-C19-101 (ZUMA1) CYCLOFOSFAMIDE INFUUS <=1810 MG,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE KTE-C19-101 (ZUMA1) CYCLOFOSFAMIDE INFUUS <=1810 MG,,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE MEDI4736-NHL-001 BENDAMUSTINE VIAL 100MG,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE PANAMO IFX-1 10MG/ML OF PLACEBO INFVLST FLACON 20ML,intraveneus,382,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE PANAMO IFX-1 INFUUS,intraveneus,31,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE PANAMO IFX-1 INFUUS,,35,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE VITACCA ASCORBINEZUUR OF PLACEBO INFUUS,intraveneus,320,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIE VITACCA ASCORBINEZUUR OF PLACEBO INFUUS,,93,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIEMEDICATIE (NIET IN EPIC VOORGESCHREVEN),intraveneus,53,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIEMEDICATIE (NIET IN EPIC VOORGESCHREVEN),oraal,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIEMEDICATIE (NIET IN EPIC VOORGESCHREVEN),parenteraal,19,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIEMEDICATIE (NIET IN EPIC VOORGESCHREVEN),subcutaan,30,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,STUDIEMEDICATIE (NIET IN EPIC VOORGESCHREVEN),,76,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUDOCREM MULTI EXPERT,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUFENTANIL 5 MCG/ML SPUITENPOMP,intraveneus,3181,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUFENTANIL 5 MCG/ML SPUITENPOMP,,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SULPROSTON 10 MCG/ML INFUUS,intraveneus,20,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SULPROSTON 10 MCG/ML INFUUS,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SULPROSTON 20 MCG/ML INFUUS,intraveneus,8,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUPRADYN VITAL 50+ BRUISTABLET,oraal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUPRADYN VITAL 50+ BRUISTABLET,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUPRADYN VITAL 50+ TABLET,oraal,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SUPRADYN VITAL 50+ TABLET,,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SYSTANE BALANCE HYDRATERENDE OOGDRUPPELS FLAC 10ML,oculair,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,SYSTANE BALANCE HYDRATERENDE OOGDRUPPELS FLAC 10ML,,8,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TACROLIMUS 0,01 MG/ML SPUITENPOMP",intraveneus,180,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TACROLIMUS 0,01 MG/ML SPUITENPOMP",,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TACROLIMUS CONTINU INFUUS <=1 MG IN GLUCOSE 5%,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TACROLIMUS CONTINU INFUUS <=1 MG IN NACL 0,9%",intraveneus,6,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TACROLIMUS CONTINU INFUUS >1 MG EN <=5 MG IN GLUCOSE 5%,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TACROLIMUS CONTINU INFUUS >1 MG EN <=5 MG IN NACL 0,9%",intraveneus,19,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TACROLIMUS CONTINU INFUUS >1 MG EN <=5 MG IN NACL 0,9%",,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TALKPOEDER,cutaan,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROLOCK HEP 500 AMPUL 5ML,niet van toepassing,441,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROLOCK HEP 500 AMPUL 5ML,,519,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROLOCK UROKINASE 25000IE POEDER + CLASSIC OPL,niet van toepassing,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROLOCK UROKINASE 25000IE POEDER + CLASSIC OPL,,14,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 10ML,intraperitoneaal,78,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 10ML,intraveneus,216,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 10ML,,81,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 6ML,intraperitoneaal,179,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 6ML,intraveneus,114,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TAUROSEPT INSTILLATIEVLOEISTOF 2% FL 6ML,,70,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M GEDENATUREERDE ERYTHROCYTEN,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M HDP INJECTIE,intraveneus,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M HSA INJECTIE,intraveneus,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MAA INJECTIE,intraveneus,11,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MAA INJECTIE,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MAA PANNENKOEK,oraal,3,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MAG3 INJECTIE,intraveneus,28,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MAG3 INJECTIE,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MEBROFENINE INJECTIE,intraveneus,14,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M MEBROFENINE INJECTIE,,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M NANOCOLLOÏDE INJECTIE INTRACUTAAN,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M NANOCOLLOÏDE INJECTIE PERITUMORAAL,lokaal,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M NANOCOLLOÏDE INJECTIE SUBCUTAAN,subcutaan,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M PERTECHNETAAT INJECTIE,intraveneus,28,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M PERTECHNETAAT INJECTIE,,2,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M TETROFOSMINE INJECTIE,intraveneus,17,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TC-99M TETROFOSMINE INJECTIE,,10,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TEICOPLANINE KORTLOPEND INFUUS,intraveneus,9,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TEICOPLANINE KORTLOPEND INFUUS,,27,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TELEBRIX GEL 300 MGI/ML IN CMC-NA 2% (GESTANDAARDISEERDE RECEPTUUR),lokaal,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,TENIPOSIDE INFUUS <150MG,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TERLIPRESSINE 0,02 MG/ML SPUITENPOMP",intraveneus,383,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TERLIPRESSINE 0,02 MG/ML SPUITENPOMP",,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TERLIPRESSINE 0,1 MG/ML SPUITENPOMP",intraveneus,117,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TERLIPRESSINE 0,1 MG/ML SPUITENPOMP",,4,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"THEOFYLLINE 17,5 MG/ML INJECTIE",intraveneus,12,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"THEOFYLLINE 17,5 MG/ML INJECTIE",,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THEOFYLLINE 7 MG/ML SPUITENPOMP,intraveneus,46,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THEOFYLLINE 8 MG/ML SPUITENPOMP,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THEOFYLLINE 8 MG/ML SPUITENPOMP,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"THEOFYLLINE INJE 17,5 MG/ML",intraveneus,50,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THEOFYLLINE KORTLOPEND INFUUS,intraveneus,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIAMINE INFUUS,intraveneus,936,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIAMINE INFUUS,,1358,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIOPENTAL 25 MG/ML SPUITENPOMP,intraveneus,150,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIOPENTAL 25 MG/ML SPUITENPOMP,,5,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIOPENTAL NATRIUM INJECTIEPOEDER 500MG,intraveneus,221,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIOPENTAL NATRIUM INJECTIEPOEDER 500MG,,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"THIOPENTALNATRIUM INFUUS IN NACL 0,9%",,1,0,,,,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,THIOTEPA INFUUS >125 MG EN <=250 MG,intraveneus,1,0,,,,,,,,,,,
AMINOGLYCOSIDEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01GB03,GENTAMICINE INJVLST 40MG/ML AMP 2ML,intraperitoneaal,20,0,0,J01GB03,GENTAMICIN,,,,,,,,
AMINOGLYCOSIDEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01GB03,GENTAMICINE INJVLST 40MG/ML AMP 2ML,intraveneus,3550,1,0,J01GB03,GENTAMICIN,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"TIROFIBAN 0,05MG/ML BOLUS INJECTIE PCI",intraveneus,3,0,,,,,,,,,,,
AMINOGLYCOSIDEN,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,J01GB03,GENTAMICINE INJVLST 40MG/ML AMP 2ML,spoeling,6,0,0,J01GB03,GENTAMICIN,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,GENTAMICINE KORTLOPEND INFUUS <=250 MG IN GLUCOSE 5%,,10,1,0,J01GB03,GENTAMICIN,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"GENTAMICINE KORTLOPEND INFUUS <=250 MG IN NACL 0,9%",intraperitoneaal,2,0,0,J01GB03,GENTAMICIN,,,,,,,,
Onbekende FarmaceutischeKlasse,Onbekende TherapeutischeKlasse,,"GENTAMICINE KORTLOPEND INFUUS <=250 MG IN NACL 0,9%",intraveneus,44,1,0,J01GB03,GENTAMICIN,,,,,,,,
